"STRid","Pop"
"FALCIPARUM_STR_70919","Malawi-Kenya"
"FALCIPARUM_STR_58781","Malawi-Kenya"
"FALCIPARUM_STR_95714","Malawi-Laos"
"FALCIPARUM_STR_28375","Malawi-Laos"
"FALCIPARUM_STR_45404","Malawi-Laos"
"FALCIPARUM_STR_100098","Malawi-Laos"
"FALCIPARUM_STR_8856","Malawi-Laos"
"FALCIPARUM_STR_73617","Malawi-Laos"
"FALCIPARUM_STR_21538","Malawi-Laos"
"FALCIPARUM_STR_70842","Malawi-Laos"
"FALCIPARUM_STR_99848","Malawi-Laos"
"FALCIPARUM_STR_71082","Malawi-Laos"
"FALCIPARUM_STR_38211","Malawi-Madagascar"
"FALCIPARUM_STR_22341","Malawi-Madagascar"
"FALCIPARUM_STR_38196","Malawi-Madagascar"
"FALCIPARUM_STR_38197","Malawi-Madagascar"
"FALCIPARUM_STR_38180","Malawi-Madagascar"
"FALCIPARUM_STR_71064","Malawi-Madagascar"
"FALCIPARUM_STR_71082","Malawi-Madagascar"
"FALCIPARUM_STR_22246","Malawi-Madagascar"
"FALCIPARUM_STR_38182","Malawi-Madagascar"
"FALCIPARUM_STR_38358","Malawi-Madagascar"
"FALCIPARUM_STR_38211","Malawi-Mali"
"FALCIPARUM_STR_38196","Malawi-Mali"
"FALCIPARUM_STR_38162","Malawi-Mali"
"FALCIPARUM_STR_71082","Malawi-Mali"
"FALCIPARUM_STR_38197","Malawi-Mali"
"FALCIPARUM_STR_71064","Malawi-Mali"
"FALCIPARUM_STR_31184","Malawi-Mali"
"FALCIPARUM_STR_38358","Malawi-Mali"
"FALCIPARUM_STR_71594","Malawi-Mali"
"FALCIPARUM_STR_71247","Malawi-Mali"
"FALCIPARUM_STR_38211","Malawi-Mauritania"
"FALCIPARUM_STR_38196","Malawi-Mauritania"
"FALCIPARUM_STR_71082","Malawi-Mauritania"
"FALCIPARUM_STR_71064","Malawi-Mauritania"
"FALCIPARUM_STR_38162","Malawi-Mauritania"
"FALCIPARUM_STR_38197","Malawi-Mauritania"
"FALCIPARUM_STR_31184","Malawi-Mauritania"
"FALCIPARUM_STR_38358","Malawi-Mauritania"
"FALCIPARUM_STR_48562","Malawi-Mauritania"
"FALCIPARUM_STR_71594","Malawi-Mauritania"
"FALCIPARUM_STR_100098","Malawi-Myanmar"
"FALCIPARUM_STR_21538","Malawi-Myanmar"
"FALCIPARUM_STR_70842","Malawi-Myanmar"
"FALCIPARUM_STR_51408","Malawi-Myanmar"
"FALCIPARUM_STR_71082","Malawi-Myanmar"
"FALCIPARUM_STR_70523","Malawi-Myanmar"
"FALCIPARUM_STR_28730","Malawi-Myanmar"
"FALCIPARUM_STR_10532","Malawi-Myanmar"
"FALCIPARUM_STR_10803","Malawi-Myanmar"
"FALCIPARUM_STR_73617","Malawi-Myanmar"
"FALCIPARUM_STR_38211","Malawi-Nigeria"
"FALCIPARUM_STR_38197","Malawi-Nigeria"
"FALCIPARUM_STR_31184","Malawi-Nigeria"
"FALCIPARUM_STR_38162","Malawi-Nigeria"
"FALCIPARUM_STR_71082","Malawi-Nigeria"
"FALCIPARUM_STR_49922","Malawi-Nigeria"
"FALCIPARUM_STR_38241","Malawi-Nigeria"
"FALCIPARUM_STR_52441","Malawi-Nigeria"
"FALCIPARUM_STR_38358","Malawi-Nigeria"
"FALCIPARUM_STR_71064","Malawi-Nigeria"
"FALCIPARUM_STR_68365","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_101842","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_103268","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_10460","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_5507","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_39610","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_5028","Malawi-PapuaNewGuinea"
"FALCIPARUM_STR_20149","Malawi-Peru"
"FALCIPARUM_STR_32835","Malawi-Peru"
"FALCIPARUM_STR_33082","Malawi-Peru"
"FALCIPARUM_STR_38102","Malawi-Peru"
"FALCIPARUM_STR_38197","Malawi-Peru"
"FALCIPARUM_STR_38211","Malawi-Peru"
"FALCIPARUM_STR_40020","Malawi-Peru"
"FALCIPARUM_STR_40112","Malawi-Peru"
"FALCIPARUM_STR_61979","Malawi-Peru"
"FALCIPARUM_STR_62541","Malawi-Peru"
"FALCIPARUM_STR_38211","Malawi-Senegal"
"FALCIPARUM_STR_38162","Malawi-Senegal"
"FALCIPARUM_STR_38196","Malawi-Senegal"
"FALCIPARUM_STR_38197","Malawi-Senegal"
"FALCIPARUM_STR_31184","Malawi-Senegal"
"FALCIPARUM_STR_71594","Malawi-Senegal"
"FALCIPARUM_STR_38358","Malawi-Senegal"
"FALCIPARUM_STR_71082","Malawi-Senegal"
"FALCIPARUM_STR_71064","Malawi-Senegal"
"FALCIPARUM_STR_48562","Malawi-Senegal"
"FALCIPARUM_STR_38358","Malawi-Tanzania"
"FALCIPARUM_STR_71247","Malawi-Tanzania"
"FALCIPARUM_STR_71594","Malawi-Tanzania"
"FALCIPARUM_STR_70919","Malawi-Tanzania"
"FALCIPARUM_STR_71282","Malawi-Tanzania"
"FALCIPARUM_STR_11117","Malawi-Tanzania"
"FALCIPARUM_STR_99257","Malawi-Tanzania"
"FALCIPARUM_STR_27574","Malawi-Tanzania"
"FALCIPARUM_STR_61688","Malawi-Tanzania"
"FALCIPARUM_STR_55772","Malawi-Tanzania"
"FALCIPARUM_STR_100098","Malawi-Thailand"
"FALCIPARUM_STR_73617","Malawi-Thailand"
"FALCIPARUM_STR_95714","Malawi-Thailand"
"FALCIPARUM_STR_70523","Malawi-Thailand"
"FALCIPARUM_STR_80238","Malawi-Thailand"
"FALCIPARUM_STR_51591","Malawi-Thailand"
"FALCIPARUM_STR_28730","Malawi-Thailand"
"FALCIPARUM_STR_70842","Malawi-Thailand"
"FALCIPARUM_STR_21538","Malawi-Thailand"
"FALCIPARUM_STR_40112","Malawi-Thailand"
"FALCIPARUM_STR_71064","Malawi-Uganda"
"FALCIPARUM_STR_42666","Malawi-Uganda"
"FALCIPARUM_STR_56760","Malawi-Uganda"
"FALCIPARUM_STR_2164","Malawi-Uganda"
"FALCIPARUM_STR_69189","Malawi-Uganda"
"FALCIPARUM_STR_30200","Malawi-Uganda"
"FALCIPARUM_STR_75936","Malawi-Uganda"
"FALCIPARUM_STR_73229","Malawi-Uganda"
"FALCIPARUM_STR_76031","Malawi-Uganda"
"FALCIPARUM_STR_99257","Malawi-Uganda"
"FALCIPARUM_STR_95714","Malawi-VietNam"
"FALCIPARUM_STR_28730","Malawi-VietNam"
"FALCIPARUM_STR_73617","Malawi-VietNam"
"FALCIPARUM_STR_28375","Malawi-VietNam"
"FALCIPARUM_STR_45404","Malawi-VietNam"
"FALCIPARUM_STR_70842","Malawi-VietNam"
"FALCIPARUM_STR_45407","Malawi-VietNam"
"FALCIPARUM_STR_99848","Malawi-VietNam"
"FALCIPARUM_STR_21538","Malawi-VietNam"
"FALCIPARUM_STR_71082","Malawi-VietNam"
"FALCIPARUM_STR_38162","Mali-Bangladesh"
"FALCIPARUM_STR_10803","Mali-Bangladesh"
"FALCIPARUM_STR_69274","Mali-Bangladesh"
"FALCIPARUM_STR_28375","Mali-Bangladesh"
"FALCIPARUM_STR_93966","Mali-Bangladesh"
"FALCIPARUM_STR_10532","Mali-Bangladesh"
"FALCIPARUM_STR_38196","Mali-Bangladesh"
"FALCIPARUM_STR_58601","Mali-Bangladesh"
"FALCIPARUM_STR_80583","Mali-Bangladesh"
"FALCIPARUM_STR_73617","Mali-Bangladesh"
"FALCIPARUM_STR_40639","Mali-Benin"
"FALCIPARUM_STR_16855","Mali-Benin"
"FALCIPARUM_STR_14809","Mali-Benin"
"FALCIPARUM_STR_71594","Mali-Benin"
"FALCIPARUM_STR_71751","Mali-Benin"
"FALCIPARUM_STR_58657","Mali-Benin"
"FALCIPARUM_STR_56760","Mali-Benin"
"FALCIPARUM_STR_15418","Mali-Benin"
"FALCIPARUM_STR_87824","Mali-Benin"
"FALCIPARUM_STR_14854","Mali-Benin"
"FALCIPARUM_STR_100098","Mali-Cambodia"
"FALCIPARUM_STR_28375","Mali-Cambodia"
"FALCIPARUM_STR_91975","Mali-Cambodia"
"FALCIPARUM_STR_28730","Mali-Cambodia"
"FALCIPARUM_STR_73617","Mali-Cambodia"
"FALCIPARUM_STR_99848","Mali-Cambodia"
"FALCIPARUM_STR_33501","Mali-Cambodia"
"FALCIPARUM_STR_95714","Mali-Cambodia"
"FALCIPARUM_STR_21538","Mali-Cambodia"
"FALCIPARUM_STR_40112","Mali-Cambodia"
"FALCIPARUM_STR_14871","Mali-Cameroon"
"FALCIPARUM_STR_40639","Mali-Cameroon"
"FALCIPARUM_STR_38068","Mali-Cameroon"
"FALCIPARUM_STR_38180","Mali-Cameroon"
"FALCIPARUM_STR_1204","Mali-Cameroon"
"FALCIPARUM_STR_38241","Mali-Cameroon"
"FALCIPARUM_STR_38196","Mali-Cameroon"
"FALCIPARUM_STR_62262","Mali-Cameroon"
"FALCIPARUM_STR_71099","Mali-Cameroon"
"FALCIPARUM_STR_38102","Mali-Cameroon"
"FALCIPARUM_STR_21390","Mali-Colombia"
"FALCIPARUM_STR_28446","Mali-Colombia"
"FALCIPARUM_STR_28751","Mali-Colombia"
"FALCIPARUM_STR_31262","Mali-Colombia"
"FALCIPARUM_STR_86508","Mali-Colombia"
"FALCIPARUM_STR_86511","Mali-Colombia"
"FALCIPARUM_STR_90428","Mali-Colombia"
"FALCIPARUM_STR_15081","Mali-Colombia"
"FALCIPARUM_STR_85311","Mali-Colombia"
"FALCIPARUM_STR_28381","Mali-Colombia"
"FALCIPARUM_STR_48919","Mali-Gambia"
"FALCIPARUM_STR_48868","Mali-Gambia"
"FALCIPARUM_STR_62262","Mali-Gambia"
"FALCIPARUM_STR_39228","Mali-Gambia"
"FALCIPARUM_STR_48846","Mali-Gambia"
"FALCIPARUM_STR_15418","Mali-Gambia"
"FALCIPARUM_STR_24360","Mali-Gambia"
"FALCIPARUM_STR_20161","Mali-Gambia"
"FALCIPARUM_STR_14976","Mali-Gambia"
"FALCIPARUM_STR_47210","Mali-Gambia"
"FALCIPARUM_STR_87326","Mali-IvoryCoast"
"FALCIPARUM_STR_8765","Mali-IvoryCoast"
"FALCIPARUM_STR_24360","Mali-IvoryCoast"
"FALCIPARUM_STR_104092","Mali-IvoryCoast"
"FALCIPARUM_STR_7275","Mali-IvoryCoast"
"FALCIPARUM_STR_38358","Mali-IvoryCoast"
"FALCIPARUM_STR_71594","Mali-IvoryCoast"
"FALCIPARUM_STR_573","Mali-IvoryCoast"
"FALCIPARUM_STR_93913","Mali-IvoryCoast"
"FALCIPARUM_STR_79725","Mali-IvoryCoast"
"FALCIPARUM_STR_28375","Mali-Laos"
"FALCIPARUM_STR_100098","Mali-Laos"
"FALCIPARUM_STR_95714","Mali-Laos"
"FALCIPARUM_STR_8856","Mali-Laos"
"FALCIPARUM_STR_45404","Mali-Laos"
"FALCIPARUM_STR_73617","Mali-Laos"
"FALCIPARUM_STR_10532","Mali-Laos"
"FALCIPARUM_STR_91975","Mali-Laos"
"FALCIPARUM_STR_70842","Mali-Laos"
"FALCIPARUM_STR_21538","Mali-Laos"
"FALCIPARUM_STR_42666","Mali-Mauritania"
"FALCIPARUM_STR_13783","Mali-Mauritania"
"FALCIPARUM_STR_21627","Mali-Mauritania"
"FALCIPARUM_STR_48562","Mali-Mauritania"
"FALCIPARUM_STR_48505","Mali-Mauritania"
"FALCIPARUM_STR_27349","Mali-Mauritania"
"FALCIPARUM_STR_10082","Mali-Mauritania"
"FALCIPARUM_STR_48691","Mali-Mauritania"
"FALCIPARUM_STR_35044","Mali-Mauritania"
"FALCIPARUM_STR_72310","Mali-Mauritania"
"FALCIPARUM_STR_100098","Mali-Myanmar"
"FALCIPARUM_STR_10532","Mali-Myanmar"
"FALCIPARUM_STR_69274","Mali-Myanmar"
"FALCIPARUM_STR_21538","Mali-Myanmar"
"FALCIPARUM_STR_38162","Mali-Myanmar"
"FALCIPARUM_STR_70842","Mali-Myanmar"
"FALCIPARUM_STR_84610","Mali-Myanmar"
"FALCIPARUM_STR_28730","Mali-Myanmar"
"FALCIPARUM_STR_73617","Mali-Myanmar"
"FALCIPARUM_STR_35146","Mali-Myanmar"
"FALCIPARUM_STR_49922","Mali-Nigeria"
"FALCIPARUM_STR_27349","Mali-Nigeria"
"FALCIPARUM_STR_52755","Mali-Nigeria"
"FALCIPARUM_STR_15418","Mali-Nigeria"
"FALCIPARUM_STR_7275","Mali-Nigeria"
"FALCIPARUM_STR_3522","Mali-Nigeria"
"FALCIPARUM_STR_43489","Mali-Nigeria"
"FALCIPARUM_STR_48868","Mali-Nigeria"
"FALCIPARUM_STR_40740","Mali-Nigeria"
"FALCIPARUM_STR_55109","Mali-Nigeria"
"FALCIPARUM_STR_103268","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_69274","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_10460","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_39610","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_10532","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_21471","Mali-PapuaNewGuinea"
"FALCIPARUM_STR_33082","Mali-Peru"
"FALCIPARUM_STR_38241","Mali-Peru"
"FALCIPARUM_STR_40020","Mali-Peru"
"FALCIPARUM_STR_75482","Mali-Peru"
"FALCIPARUM_STR_90428","Mali-Peru"
"FALCIPARUM_STR_49156","Mali-Peru"
"FALCIPARUM_STR_4950","Mali-Peru"
"FALCIPARUM_STR_84919","Mali-Peru"
"FALCIPARUM_STR_87756","Mali-Peru"
"FALCIPARUM_STR_20149","Mali-Peru"
"FALCIPARUM_STR_62262","Mali-Senegal"
"FALCIPARUM_STR_48868","Mali-Senegal"
"FALCIPARUM_STR_48919","Mali-Senegal"
"FALCIPARUM_STR_48562","Mali-Senegal"
"FALCIPARUM_STR_55109","Mali-Senegal"
"FALCIPARUM_STR_48846","Mali-Senegal"
"FALCIPARUM_STR_27574","Mali-Senegal"
"FALCIPARUM_STR_69702","Mali-Senegal"
"FALCIPARUM_STR_27349","Mali-Senegal"
"FALCIPARUM_STR_15071","Mali-Senegal"
"FALCIPARUM_STR_100098","Mali-Thailand"
"FALCIPARUM_STR_73617","Mali-Thailand"
"FALCIPARUM_STR_95714","Mali-Thailand"
"FALCIPARUM_STR_80238","Mali-Thailand"
"FALCIPARUM_STR_28730","Mali-Thailand"
"FALCIPARUM_STR_33501","Mali-Thailand"
"FALCIPARUM_STR_10532","Mali-Thailand"
"FALCIPARUM_STR_21538","Mali-Thailand"
"FALCIPARUM_STR_51591","Mali-Thailand"
"FALCIPARUM_STR_51593","Mali-Thailand"
"FALCIPARUM_STR_95714","Mali-VietNam"
"FALCIPARUM_STR_28730","Mali-VietNam"
"FALCIPARUM_STR_28375","Mali-VietNam"
"FALCIPARUM_STR_73617","Mali-VietNam"
"FALCIPARUM_STR_70842","Mali-VietNam"
"FALCIPARUM_STR_45404","Mali-VietNam"
"FALCIPARUM_STR_51712","Mali-VietNam"
"FALCIPARUM_STR_19579","Mali-VietNam"
"FALCIPARUM_STR_10532","Mali-VietNam"
"FALCIPARUM_STR_99848","Mali-VietNam"
"FALCIPARUM_STR_10803","Mauritania-Bangladesh"
"FALCIPARUM_STR_80583","Mauritania-Bangladesh"
"FALCIPARUM_STR_69274","Mauritania-Bangladesh"
"FALCIPARUM_STR_28375","Mauritania-Bangladesh"
"FALCIPARUM_STR_38162","Mauritania-Bangladesh"
"FALCIPARUM_STR_93966","Mauritania-Bangladesh"
"FALCIPARUM_STR_58601","Mauritania-Bangladesh"
"FALCIPARUM_STR_10532","Mauritania-Bangladesh"
"FALCIPARUM_STR_63794","Mauritania-Bangladesh"
"FALCIPARUM_STR_69733","Mauritania-Bangladesh"
"FALCIPARUM_STR_56760","Mauritania-Benin"
"FALCIPARUM_STR_42666","Mauritania-Benin"
"FALCIPARUM_STR_15418","Mauritania-Benin"
"FALCIPARUM_STR_40639","Mauritania-Benin"
"FALCIPARUM_STR_91529","Mauritania-Benin"
"FALCIPARUM_STR_5494","Mauritania-Benin"
"FALCIPARUM_STR_87824","Mauritania-Benin"
"FALCIPARUM_STR_27349","Mauritania-Benin"
"FALCIPARUM_STR_48691","Mauritania-Benin"
"FALCIPARUM_STR_35044","Mauritania-Benin"
"FALCIPARUM_STR_99848","Mauritania-Cambodia"
"FALCIPARUM_STR_73617","Mauritania-Cambodia"
"FALCIPARUM_STR_100098","Mauritania-Cambodia"
"FALCIPARUM_STR_91975","Mauritania-Cambodia"
"FALCIPARUM_STR_33501","Mauritania-Cambodia"
"FALCIPARUM_STR_28730","Mauritania-Cambodia"
"FALCIPARUM_STR_60836","Mauritania-Cambodia"
"FALCIPARUM_STR_21538","Mauritania-Cambodia"
"FALCIPARUM_STR_51712","Mauritania-Cambodia"
"FALCIPARUM_STR_28375","Mauritania-Cambodia"
"FALCIPARUM_STR_14871","Mauritania-Cameroon"
"FALCIPARUM_STR_91529","Mauritania-Cameroon"
"FALCIPARUM_STR_38068","Mauritania-Cameroon"
"FALCIPARUM_STR_1204","Mauritania-Cameroon"
"FALCIPARUM_STR_40639","Mauritania-Cameroon"
"FALCIPARUM_STR_38180","Mauritania-Cameroon"
"FALCIPARUM_STR_48562","Mauritania-Cameroon"
"FALCIPARUM_STR_12911","Mauritania-Cameroon"
"FALCIPARUM_STR_42666","Mauritania-Cameroon"
"FALCIPARUM_STR_71099","Mauritania-Cameroon"
"FALCIPARUM_STR_10835","Mauritania-Colombia"
"FALCIPARUM_STR_15081","Mauritania-Colombia"
"FALCIPARUM_STR_21390","Mauritania-Colombia"
"FALCIPARUM_STR_28446","Mauritania-Colombia"
"FALCIPARUM_STR_28816","Mauritania-Colombia"
"FALCIPARUM_STR_31262","Mauritania-Colombia"
"FALCIPARUM_STR_31650","Mauritania-Colombia"
"FALCIPARUM_STR_51618","Mauritania-Colombia"
"FALCIPARUM_STR_85311","Mauritania-Colombia"
"FALCIPARUM_STR_86508","Mauritania-Colombia"
"FALCIPARUM_STR_87326","Mauritania-IvoryCoast"
"FALCIPARUM_STR_11117","Mauritania-IvoryCoast"
"FALCIPARUM_STR_79725","Mauritania-IvoryCoast"
"FALCIPARUM_STR_71594","Mauritania-IvoryCoast"
"FALCIPARUM_STR_12911","Mauritania-IvoryCoast"
"FALCIPARUM_STR_46920","Mauritania-IvoryCoast"
"FALCIPARUM_STR_99257","Mauritania-IvoryCoast"
"FALCIPARUM_STR_21627","Mauritania-IvoryCoast"
"FALCIPARUM_STR_99481","Mauritania-IvoryCoast"
"FALCIPARUM_STR_48562","Mauritania-IvoryCoast"
"FALCIPARUM_STR_100098","Mauritania-Laos"
"FALCIPARUM_STR_95714","Mauritania-Laos"
"FALCIPARUM_STR_73617","Mauritania-Laos"
"FALCIPARUM_STR_28375","Mauritania-Laos"
"FALCIPARUM_STR_21538","Mauritania-Laos"
"FALCIPARUM_STR_10803","Mauritania-Laos"
"FALCIPARUM_STR_10532","Mauritania-Laos"
"FALCIPARUM_STR_99848","Mauritania-Laos"
"FALCIPARUM_STR_70842","Mauritania-Laos"
"FALCIPARUM_STR_60836","Mauritania-Laos"
"FALCIPARUM_STR_100098","Mauritania-Myanmar"
"FALCIPARUM_STR_69274","Mauritania-Myanmar"
"FALCIPARUM_STR_21538","Mauritania-Myanmar"
"FALCIPARUM_STR_60836","Mauritania-Myanmar"
"FALCIPARUM_STR_10532","Mauritania-Myanmar"
"FALCIPARUM_STR_70842","Mauritania-Myanmar"
"FALCIPARUM_STR_10803","Mauritania-Myanmar"
"FALCIPARUM_STR_5507","Mauritania-Myanmar"
"FALCIPARUM_STR_73617","Mauritania-Myanmar"
"FALCIPARUM_STR_90957","Mauritania-Myanmar"
"FALCIPARUM_STR_56432","Mauritania-Nigeria"
"FALCIPARUM_STR_55109","Mauritania-Nigeria"
"FALCIPARUM_STR_40888","Mauritania-Nigeria"
"FALCIPARUM_STR_20364","Mauritania-Nigeria"
"FALCIPARUM_STR_24609","Mauritania-Nigeria"
"FALCIPARUM_STR_40740","Mauritania-Nigeria"
"FALCIPARUM_STR_52946","Mauritania-Nigeria"
"FALCIPARUM_STR_30200","Mauritania-Nigeria"
"FALCIPARUM_STR_73229","Mauritania-Nigeria"
"FALCIPARUM_STR_35044","Mauritania-Nigeria"
"FALCIPARUM_STR_68365","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_5507","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_69274","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_103268","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_17702","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_31113","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_101842","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_80583","Mauritania-PapuaNewGuinea"
"FALCIPARUM_STR_4508","Mauritania-Peru"
"FALCIPARUM_STR_4950","Mauritania-Peru"
"FALCIPARUM_STR_20149","Mauritania-Peru"
"FALCIPARUM_STR_33082","Mauritania-Peru"
"FALCIPARUM_STR_38241","Mauritania-Peru"
"FALCIPARUM_STR_40020","Mauritania-Peru"
"FALCIPARUM_STR_62373","Mauritania-Peru"
"FALCIPARUM_STR_62495","Mauritania-Peru"
"FALCIPARUM_STR_62541","Mauritania-Peru"
"FALCIPARUM_STR_64258","Mauritania-Peru"
"FALCIPARUM_STR_73617","Mauritania-Thailand"
"FALCIPARUM_STR_100098","Mauritania-Thailand"
"FALCIPARUM_STR_33501","Mauritania-Thailand"
"FALCIPARUM_STR_95714","Mauritania-Thailand"
"FALCIPARUM_STR_80238","Mauritania-Thailand"
"FALCIPARUM_STR_21538","Mauritania-Thailand"
"FALCIPARUM_STR_28730","Mauritania-Thailand"
"FALCIPARUM_STR_70523","Mauritania-Thailand"
"FALCIPARUM_STR_94910","Mauritania-Thailand"
"FALCIPARUM_STR_94909","Mauritania-Thailand"
"FALCIPARUM_STR_73617","Mauritania-VietNam"
"FALCIPARUM_STR_95714","Mauritania-VietNam"
"FALCIPARUM_STR_28730","Mauritania-VietNam"
"FALCIPARUM_STR_60836","Mauritania-VietNam"
"FALCIPARUM_STR_51712","Mauritania-VietNam"
"FALCIPARUM_STR_28375","Mauritania-VietNam"
"FALCIPARUM_STR_99848","Mauritania-VietNam"
"FALCIPARUM_STR_70842","Mauritania-VietNam"
"FALCIPARUM_STR_78541","Mauritania-VietNam"
"FALCIPARUM_STR_21538","Mauritania-VietNam"
"FALCIPARUM_STR_10532","Myanmar-Colombia"
"FALCIPARUM_STR_15081","Myanmar-Colombia"
"FALCIPARUM_STR_21390","Myanmar-Colombia"
"FALCIPARUM_STR_27878","Myanmar-Colombia"
"FALCIPARUM_STR_28262","Myanmar-Colombia"
"FALCIPARUM_STR_28381","Myanmar-Colombia"
"FALCIPARUM_STR_28446","Myanmar-Colombia"
"FALCIPARUM_STR_28730","Myanmar-Colombia"
"FALCIPARUM_STR_28751","Myanmar-Colombia"
"FALCIPARUM_STR_28756","Myanmar-Colombia"
"FALCIPARUM_STR_31148","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_10460","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_31298","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_836","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_28730","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_39228","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_31113","Myanmar-PapuaNewGuinea"
"FALCIPARUM_STR_4950","Myanmar-Peru"
"FALCIPARUM_STR_8999","Myanmar-Peru"
"FALCIPARUM_STR_10247","Myanmar-Peru"
"FALCIPARUM_STR_14495","Myanmar-Peru"
"FALCIPARUM_STR_14809","Myanmar-Peru"
"FALCIPARUM_STR_14998","Myanmar-Peru"
"FALCIPARUM_STR_20133","Myanmar-Peru"
"FALCIPARUM_STR_20149","Myanmar-Peru"
"FALCIPARUM_STR_28381","Myanmar-Peru"
"FALCIPARUM_STR_28756","Myanmar-Peru"
"FALCIPARUM_STR_28375","Nigeria-Bangladesh"
"FALCIPARUM_STR_38162","Nigeria-Bangladesh"
"FALCIPARUM_STR_10803","Nigeria-Bangladesh"
"FALCIPARUM_STR_39118","Nigeria-Bangladesh"
"FALCIPARUM_STR_86220","Nigeria-Bangladesh"
"FALCIPARUM_STR_69274","Nigeria-Bangladesh"
"FALCIPARUM_STR_10532","Nigeria-Bangladesh"
"FALCIPARUM_STR_21368","Nigeria-Bangladesh"
"FALCIPARUM_STR_93966","Nigeria-Bangladesh"
"FALCIPARUM_STR_69733","Nigeria-Bangladesh"
"FALCIPARUM_STR_15418","Nigeria-Benin"
"FALCIPARUM_STR_55109","Nigeria-Benin"
"FALCIPARUM_STR_87726","Nigeria-Benin"
"FALCIPARUM_STR_42666","Nigeria-Benin"
"FALCIPARUM_STR_72310","Nigeria-Benin"
"FALCIPARUM_STR_71751","Nigeria-Benin"
"FALCIPARUM_STR_7275","Nigeria-Benin"
"FALCIPARUM_STR_27349","Nigeria-Benin"
"FALCIPARUM_STR_54878","Nigeria-Benin"
"FALCIPARUM_STR_91529","Nigeria-Benin"
"FALCIPARUM_STR_28375","Nigeria-Cambodia"
"FALCIPARUM_STR_33953","Nigeria-Cambodia"
"FALCIPARUM_STR_53220","Nigeria-Cambodia"
"FALCIPARUM_STR_18843","Nigeria-Cambodia"
"FALCIPARUM_STR_99848","Nigeria-Cambodia"
"FALCIPARUM_STR_73617","Nigeria-Cambodia"
"FALCIPARUM_STR_40146","Nigeria-Cambodia"
"FALCIPARUM_STR_91975","Nigeria-Cambodia"
"FALCIPARUM_STR_33501","Nigeria-Cambodia"
"FALCIPARUM_STR_28730","Nigeria-Cambodia"
"FALCIPARUM_STR_14871","Nigeria-Cameroon"
"FALCIPARUM_STR_1204","Nigeria-Cameroon"
"FALCIPARUM_STR_38068","Nigeria-Cameroon"
"FALCIPARUM_STR_91529","Nigeria-Cameroon"
"FALCIPARUM_STR_8765","Nigeria-Cameroon"
"FALCIPARUM_STR_20364","Nigeria-Cameroon"
"FALCIPARUM_STR_75936","Nigeria-Cameroon"
"FALCIPARUM_STR_41895","Nigeria-Cameroon"
"FALCIPARUM_STR_20848","Nigeria-Cameroon"
"FALCIPARUM_STR_40639","Nigeria-Cameroon"
"FALCIPARUM_STR_15081","Nigeria-Colombia"
"FALCIPARUM_STR_21390","Nigeria-Colombia"
"FALCIPARUM_STR_28446","Nigeria-Colombia"
"FALCIPARUM_STR_28751","Nigeria-Colombia"
"FALCIPARUM_STR_28756","Nigeria-Colombia"
"FALCIPARUM_STR_28816","Nigeria-Colombia"
"FALCIPARUM_STR_31184","Nigeria-Colombia"
"FALCIPARUM_STR_31262","Nigeria-Colombia"
"FALCIPARUM_STR_31650","Nigeria-Colombia"
